web-scraper-order,web-scraper-start-url,pages,pages-href,ads,ads-href,title,amount,location,Unit Type,Bedrooms,description,size
"1585066678-494","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","1","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Banff Train (Inner City) 2-br LEGAL Basement Suite","https://www.kijiji.ca/v-apartments-condos/calgary/banff-train-inner-city-2-br-legal-basement-suite/1493765338","Banff Train (Inner City) 2-br LEGAL Basement Suite","$815.00","Cochrane Rd NW, Calgary, AB T2M 4J1, Canada(View Map)","null","null","Great location, located in Banff Trail NW on a quiet street close to all levels of schools, U of C , SAIT, Confederation Park, green spaces, LRT, bus, shopping & all other amenities. Minutes' walk to U of C and LRT.","916"
"1585066245-441","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Sublease 1 bedroom 1 living room Pet Friendly, $1255 negotiate","https://www.kijiji.ca/v-apartments-condos/calgary/sublease-1-bedroom-1-living-room-pet-friendly-1255-negotiate/1492106671","Sublease 1 bedroom 1 living room Pet Friendly, $1255 negotiate","$1,255.00","1515 12 St SW, Calgary, AB T2T 0B8, Canada(View Map)","null","null","Sublease (6 months left)
Fifteen15
I bedroom , 1 living room , 1 bathrooms
Bigger enough for 2 people!
Nice view , quiet , included gym ,
near bus stop 2,6,7
Near co-op, A-mart , Canadian tire , 17 ave .....
$1255/month can negotiate !
Pet Friendly","445"
"1585069644-567","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","8","https://www.kijiji.ca/b-apartments-condos/calgary/page-8/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","South West Apartment For Rent | 2403 33 Ave SW","https://www.kijiji.ca/v-apartments-condos/calgary/south-west-apartment-for-rent-2403-33-ave-sw/1482859227","South West Apartment For Rent | 2403 33 Ave SW","Please Contact","2403 33 Ave SW, Calgary, AB, T2T 2A2(View Map)","null","null","Mainstreet Plaza is located in the trendy SW Calgary community of Marda Loop. If you are looking for affordable Marda Loop apartments for rent, check out the boutique suites in Mainstreet Plaza.","Not Available"
"1585066102-416","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Sage valley blvd nwTownhome built in 2014.2bed 1.5 bath for rent","https://www.kijiji.ca/v-apartments-condos/calgary/sage-valley-blvd-nwtownhome-built-in-2014-2bed-1-5-bath-for-rent/1491765845","Sage valley blvd nwTownhome built in 2014.2bed 1.5 bath for rent","$1,500.00",", Calgary  T3R0R3  AB, Canada(View Map)","null","null","Need a place to rent? Move in may 15th,2020 .","1,159"
"1585064693-67","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","2 Bdrm available at 1017 11th Avenue SW, Calgary","https://www.kijiji.ca/v-apartments-condos/calgary/2-bdrm-available-at-1017-11th-avenue-sw-calgary/1478031351","2 Bdrm available at 1017 11th Avenue SW, Calgary","$1,425.00","1017 11th Avenue SW, Calgary, AB, T2R 0G1(View Map)","null","null","Visit our Website: https://www.caprent.com/apartments-for-rent/Calgary-ab/the-carrington/","Not Available"
"1585065691-310","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Welcome to 1215","https://www.kijiji.ca/v-apartments-condos/calgary/welcome-to-1215/1462598824","Welcome to 1215","$1,325.00","1215 5 St SW, Calgary, AB, T2R 0Y6(View Map)","null","null","Welcome to1215 Apartments, located in Calgary’s friendliest neighbourhood, the Beltline! Close to transit, shopping, hospital, schools & restaurants!","564"
"1585068272-544","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","9","https://www.kijiji.ca/b-apartments-condos/calgary/page-9/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Downtown Apartment For Rent | 1122 8 Avenue SW","https://www.kijiji.ca/v-apartments-condos/calgary/downtown-apartment-for-rent-1122-8-avenue-sw/1460810641","Downtown Apartment For Rent | 1122 8 Avenue SW","$1,450.00","1122 8 Avenue SW, Calgary, AB, T2P 3T8(View Map)","null","null","Mainstreet Place is located in the West End of Downtown Calgary. This property has Downtown Calgary apartments for rent that are blocks away from Millenium Park and the popular transportation routes of Bow Trail & 14th Street West.","850"
"1585064742-80","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","GREAT LOCATION IN MISSION! 606-23 AVE SW","https://www.kijiji.ca/v-apartments-condos/calgary/great-location-in-mission-606-23-ave-sw/1484910284","GREAT LOCATION IN MISSION! 606-23 AVE SW","$945.00","606 23 Ave SW, Calgary, AB T2S 0J7, Canada(View Map)","null","null","Clean and quiet, well maintained building, with elevator
Close to shopping, restaurants, transit and a short walk to trendy 17th Ave
Heat & water included
Parking
On site laundry facilities
In house maintenance team, plus 24 hour on call emergency service
For more information, or to schedule a viewing please call the Resident Manager at 403 228-3574
ADULT BUILDING!","600"
"1585067259-517","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","1","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Mount Royal 1 BdRm May 1.  April rent is FREE + $500 discount","https://www.kijiji.ca/v-apartments-condos/calgary/mount-royal-1-bdrm-may-1-april-rent-is-free-500-discount/1493803229","Mount Royal 1 BdRm May 1.  April rent is FREE + $500 discount","$975.00","1730 12 St SW, Calgary, AB T2T 3M9, Canada(View Map)","null","null","Lower Mount Royal – This main level 1 BdRm apartment has a west facing patio with a view of the front yard. Incentives … April rent is FREE + $500 rent discount. First 10 month’s rent at $975 – promo price. Last 2 month’s rent at $1,025 – regular price. Appliances include fridge and stove. The rent includes heat, water and parking. Electricity is extra. Security deposit is $1,025. For your comfort and safety, we are a Quiet … NO smoking … NO pets … NO kids … safe, secure adult building. This 12-month lease starts May 1st. Call Jim, at Galactic Properties. Ph 403-870-2756. Address is 1730 - 12 Street SW.","535"
"1585065145-182","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            Looking for small apartment","https://www.kijiji.ca/v-apartments-condos/calgary/looking-for-small-apartment/1484696706","Wanted: Looking for small apartment","Please Contact","Calgary, Alberta, Canadá, T2E(View Map)","null","null","I'm looking for small apartment to rent for my couple and 3 years baby boy, I need to find some cheaper than I paying now, please help us, starting Feb 26th, near to Tuxedo park or highland park, please contact by message","450"
"1585064988-141","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","18","https://www.kijiji.ca/b-apartments-condos/calgary/page-18/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","GUARDIAN TOWER , 2 BEDROOM 2 BATH W/ 2 BALCONY","https://www.kijiji.ca/v-apartments-condos/calgary/guardian-tower-2-bedroom-2-bath-w-2-balcony/1487511674","GUARDIAN TOWER , 2 BEDROOM 2 BATH W/ 2 BALCONY","$2,100.00","1188 3 St SE #1188, Calgary, AB T2G 0C7, Canada(View Map)","null","null","Two bedroom condo available for rent in Guardian Tower.","825"
"1585065663-303","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","3 Bedroom + Den Townhouse in Huntington Hills","https://www.kijiji.ca/v-apartments-condos/calgary/3-bedroom-den-townhouse-in-huntington-hills/1489665141","3 Bedroom + Den Townhouse in Huntington Hills","$1,400.00","Calgary, Canada(View Map)","null","null","AVAILABLE MARCH 1ST 2020 - 3 Bedroom + Office, 1.5 bath townhouse in a GREAT location in Huntington Hills! Close to shopping, grocery stores and schools with easily accessible transit! Microwave, fridge, dishwasher, brand new oven/stove plus washer & dryer in suite! Granite countertops, plenty of cupboards and storage space.
Rent is $1400 plus a $125 flat fee for heat & water, you get electricity on your own. Damage deposit is 1 month rent. Please contact by email @ chantelmcconachie@gmail.com to inquire for a showing or any other questions. Read Less","1,200"
"1585065488-266","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","17","https://www.kijiji.ca/b-apartments-condos/calgary/page-17/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","BEST DEAL IN CALGARY — Serious & Clean Student Rental","https://www.kijiji.ca/v-apartments-condos/calgary/best-deal-in-calgary-serious-clean-student-rental/1488973070","BEST DEAL IN CALGARY — Serious & Clean Student Rental","$299.95","515 17 Ave SW, Calgary, AB T2S 0A9, Canada(View Map)","null","null","This is a hostel-feel setup, in the centre of downtown. You are literally stepping outside right in the action!","709"
"1585065825-349","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","15","https://www.kijiji.ca/b-apartments-condos/calgary/page-15/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","1 Bedroom Renovated Large Suite","https://www.kijiji.ca/v-apartments-condos/calgary/1-bedroom-renovated-large-suite/1490389247","1 Bedroom Renovated Large Suite","$925.00","423 3 Ave NE, Calgary, AB T2E 0H7, Canada(View Map)","null","null","Very clean, Great location, large 1 bedroom, renovated, quite adult building, walk to downtown, river, zoo & paths along Bow River, no kids, no smoking, Available April 1, Can arrange free 10 day early move in $925.00 - 403-389-7282","750"
"1585065335-234","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","19","https://www.kijiji.ca/b-apartments-condos/calgary/page-19/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Rental.","https://www.kijiji.ca/v-apartments-condos/calgary/rental/1486642883","Rental.","Please Contact","439 Marsh Rd NE, Calgary, AB T2E 5B2, Canada(View Map)","null","null","Charming pet-friendly home (1.5 bedrooms), perfect for a couple who want to live inner city AND have a huge backyard for their pet. Has a master bedroom and also an additional cozy loft bedroom with A-frame ceilings.","1,000"
"1585065738-324","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Two Bedroom Condo For Rent In Bridgland","https://www.kijiji.ca/v-apartments-condos/calgary/two-bedroom-condo-for-rent-in-bridgland/1489997217","Two Bedroom Condo For Rent In Bridgland","$1,700.00","320 12 Ave NE, Calgary, AB T2E 1A4, Canada(View Map)","null","null","Gorgeous condo for rent!","1,000"
"1585064891-117","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","14","https://www.kijiji.ca/b-apartments-condos/calgary/page-14/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Amazing 1 bedrooms at Marda!","https://www.kijiji.ca/v-apartments-condos/calgary/amazing-1-bedrooms-at-marda/1490980627","Amazing 1 bedrooms at Marda!","$1,889.00","2107 34 Ave SW, Calgary, AB, T2T 2C5(View Map)","null","null","Welcome to Marda!

(1) heated underground parking stall on select suites*
TELUS gigabit internet for a year*
Ask about our Military and First Responders discounts.*
Utilites Included: Water","635"
"1585064806-95","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","14","https://www.kijiji.ca/b-apartments-condos/calgary/page-14/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","2 Room Legal Registered Basement Suite in Walden","https://www.kijiji.ca/v-apartments-condos/calgary/2-room-legal-registered-basement-suite-in-walden/1490686376","2 Room Legal Registered Basement Suite in Walden","$1,150.00",", Calgary T2X0S9 AB, Canada(View Map)","null","null","Available NOW: Like New!! Beautiful 6 year old, 2 Bedroom legal basement suite in Walden SE Calgary with separate exit to outside. Registered secondary suite #00272. Looking for at least a 6 month contract and can be flexible but would prefer a year/long term. Within walking distance from save on foods, gas, car wash, major banks, bus stop, and more. 850+sq. ft. of living space plus storage. Built and soundproofed by home builder with full kitchen, separate laundry, large windows and 9' ceilings. Lots of natural light. Suite has separate hot water tank and furnace. Kitchen includes fridge, stove, dishwasher and microwave/exhaust, coat closet and broom closet. High efficiency front load washer and dryer. Master bedroom includes walk-in closet. Very nice size second bedroom. Large living room and all rooms have cat5 and cable outlets. Parking pad included and extra parking available. Separate outdoor space with cement patio and room for bbq and lawn furniture. No smoking, only non- smokers, no pets. $1150.00/month includes utilities. Contact Colin for more details or to set up an interview at 403-815-1129. Please leave a message if there is no answer and I will get back to you as soon as possible.","850"
"1585065097-170","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","18","https://www.kijiji.ca/b-apartments-condos/calgary/page-18/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","3 bedroom Home to sublet Crescent Heights with double garage.","https://www.kijiji.ca/v-apartments-condos/calgary/3-bedroom-home-to-sublet-crescent-heights-with-double-garage/1488595019","3 bedroom Home to sublet Crescent Heights with double garage.","$1,800.00","T2M, Canada(View Map)","null","null","We are traveling for a parental leave from April 1st 2020 until approximately January 2021 (dates somewhat flexible) and are looking to sublet our beautiful furnished rental home. Cat friendly. Hardwood and laminate floors through-out. No carpet!
Walkable to Downtown, near center and 16th Ave NW. A block from the Max Orange transit line. Close to Peter’s drive-in, grocery stores, restaurants, walking paths, out door rinks and sporting fields, community centres, and schools.
*3 good sized bedrooms that accommodate double or queen beds. 2 up, 1 in basement. Each room with good sized closet.
*Large dining room with gas fire place, vault ceiling. A pleasure to dine with friends or family. Ceiling fan to circulate air in the summer or winter.
*kitchen with gas range, lots of cupboards, dish washer, currently with toaster oven, microwave can be reinstalled if wanted.
* upstairs bathroom very sunny with skylight, claw foot tub with shower, cabinet storage. Newer Basement bathroom with walk-in tiled shower, washer & dryer, linen storage.
* large open Rec room in basement. Extra fridge. Additional storage.
* beautiful, open attic/loft living room overlooking dining room. Furnished with French provincial style couches. Bright with skylight and west facing window. Our favourite room to spend time visiting, reading, listening to music. Magical.
*Front yard with many raised beds for accessible gardening. Quiet street. Small front deck with table to enjoy a morning tea.
*house is cool in the summer and cozy in the winter. Lots of windows for natural light.
*private and well-treed Backyard with deck off of the kitchen patio doors. Patio table with umbrella and chairs.
* New double garage with remote garage door opener. Opens onto ally.","1,200"
